Name,Year,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO
Raffaella Masciadri,2008.0,,29,14.2,4.3,1.6,4.7,34.8,0.6,2.3,23.5,0.6,0.7,80.0,1.4,0.6,0.3,0.0,0.6
Crystal Smith,2008.0,,28,14.0,4.3,1.4,3.9,35.5,0.5,1.4,36.8,1.0,1.3,80.6,1.0,0.9,0.5,0.1,1.2
Jamie Carey,2008.0,,33,15.1,4.2,1.4,3.4,42.3,1.0,2.5,41.0,0.3,0.3,90.0,1.2,1.4,0.2,0.0,0.7
Shannon Bobbitt,2008.0,G,26,21.2,4.1,1.3,4.9,27.6,0.8,2.7,28.2,0.6,0.8,72.7,2.5,3.5,1.0,0.0,2.4
Kerri Gardin,2008.0,,34,15.9,4.0,1.4,3.9,35.3,0.6,1.6,37.5,0.6,1.2,53.7,3.3,1.2,0.9,0.2,1.3
Leilani Mitchell,2008.0,G,34,15.2,3.9,1.1,3.1,37.1,0.6,1.4,40.4,1.0,1.2,81.0,1.7,2.9,0.5,0.1,1.1
Cathy Joens,2008.0,,26,10.5,3.8,1.3,3.5,37.4,0.9,2.5,36.9,0.3,0.3,87.5,1.3,0.5,0.2,0.1,0.9
Nikki Blue,2008.0,,26,20.7,3.8,1.3,3.9,32.4,0.5,1.2,43.8,0.7,1.0,76.0,1.6,2.8,0.7,0.1,1.6
Noelle Quinn,2008.0,G,32,16.7,3.6,1.5,3.7,39.8,0.3,1.0,31.3,0.4,0.6,66.7,2.2,2.5,0.7,0.1,1.4
Ashley Battle,2008.0,,34,9.9,3.6,1.1,2.9,37.8,0.3,0.9,36.7,1.1,1.5,72.0,1.6,0.7,0.4,0.0,0.8
Helen Darling,2008.0,,31,18.7,3.5,1.1,4.0,26.8,0.4,1.9,20.0,1.0,1.2,78.9,2.4,1.7,1.1,0.1,1.5
Barbara Farris,2008.0,F,34,16.3,3.5,1.3,2.7,47.3,0.0,0.0,0.0,0.9,1.3,69.8,3.8,0.2,0.6,0.1,1.0
Olayinka Sanni,2008.0,,31,10.5,3.4,1.3,2.6,50.0,0.0,0.0,0.0,0.8,1.2,64.9,2.1,0.2,0.4,0.2,1.3
Edwige Lawson-Wade,2008.0,,30,9.3,3.3,1.2,2.7,45.0,0.7,1.6,46.8,0.2,0.3,66.7,1.0,0.9,0.4,0.0,0.8
Shyra Ely-Gash,2008.0,F,34,11.4,3.3,1.4,3.4,40.9,0.1,0.3,36.4,0.4,0.7,62.5,2.6,0.5,0.4,0.1,0.9
K.B. Sharp,2008.0,,34,17.6,3.2,1.2,2.6,44.4,0.3,0.8,32.1,0.6,0.9,65.5,1.3,1.4,0.4,0.0,0.9
Erin Thorn,2008.0,G,32,11.9,3.2,1.1,3.3,34.0,0.6,2.2,26.8,0.3,0.3,90.9,0.6,1.1,0.2,0.1,0.6
Sheri Sam,2008.0,F,32,14.9,2.9,1.1,3.4,30.9,0.2,0.7,28.6,0.6,0.8,69.2,2.8,1.2,0.6,0.1,1.0
Kristin Haynie,2008.0,,33,14.7,2.8,0.9,2.9,31.6,0.3,1.0,31.3,0.7,1.0,75.0,1.7,2.5,0.9,0.1,1.4
Tye'sha Fluker,2008.0,,26,8.9,2.7,1.0,2.5,38.5,0.0,0.1,33.3,0.7,1.0,76.0,1.3,0.4,0.2,0.3,0.7
Bernadette Ngoyisa,2008.0,,31,7.3,2.7,1.0,2.0,47.6,0.0,0.0,0.0,0.7,1.0,71.9,1.7,0.2,0.2,0.2,1.0
Allison Feaster,2008.0,,33,9.1,2.6,0.9,2.7,33.7,0.7,2.3,30.7,0.1,0.1,100.0,0.7,0.8,0.2,0.1,0.4
Kristen Rasmussen,2008.0,,31,12.7,2.5,0.9,2.3,37.5,0.3,0.7,34.8,0.5,0.7,73.9,2.7,0.9,0.4,0.2,0.6
Tamika Raymond,2008.0,,34,11.0,2.5,0.9,2.1,41.7,0.0,0.1,0.0,0.7,1.2,58.5,2.9,0.4,0.3,0.0,0.8
Quianna Chaney,2008.0,,28,8.5,2.4,0.8,3.0,27.7,0.4,1.8,24.0,0.4,0.4,83.3,1.0,0.9,0.5,0.1,0.8
Laurie Koehn,2008.0,G,30,4.8,2.4,0.8,2.0,39.3,0.8,1.8,41.8,0.0,0.1,0.0,0.4,0.1,0.0,0.0,0.3
LaToya Bond,2008.0,,32,10.2,2.3,0.8,2.8,28.9,0.3,1.3,21.4,0.4,0.5,81.3,1.0,0.8,0.5,0.1,1.0
Brooke Wyckoff,2008.0,,34,17.4,2.2,0.7,2.1,34.2,0.5,1.5,31.4,0.3,0.5,56.3,2.3,1.4,0.4,0.6,1.0
Morenike Atunrase,2008.0,,33,10.5,2.2,0.7,2.6,27.6,0.4,1.2,29.3,0.3,0.5,68.8,1.5,0.7,0.5,0.4,0.8
Ketia Swanier,2008.0,G,25,9.2,1.6,0.5,1.9,27.7,0.3,1.2,23.3,0.3,0.4,80.0,1.2,1.0,0.6,0.0,0.8
Murriel Page,2008.0,,27,9.0,1.6,0.6,1.8,32.7,0.1,0.3,25.0,0.3,0.4,66.7,1.3,0.5,0.2,0.0,0.4
Jessica Moore,2008.0,F,28,11.0,1.4,0.5,1.5,32.6,0.0,0.0,0.0,0.4,0.6,68.8,1.6,0.6,0.1,0.2,0.6
Ashley Robinson,2008.0,C,33,10.0,0.9,0.4,1.3,30.2,0.0,0.0,0.0,0.1,0.3,30.0,2.2,0.4,0.4,0.6,0.8
Diana Taurasi,2009.0,G,31,31.5,20.4,6.5,14.0,46.1,2.5,6.3,40.7,4.9,5.5,89.4,5.7,3.5,1.2,1.4,2.6
Becky Hammon,2009.0,G,31,33.8,19.5,6.5,14.4,44.7,2.5,6.6,36.9,4.1,4.6,90.1,3.3,5.0,1.6,0.4,3.6
Lauren Jackson,2009.0,F,26,32.4,19.2,6.5,14.0,46.3,1.9,4.4,43.0,4.4,5.5,79.7,7.0,0.8,1.5,1.7,1.7
Cappie Pondexter,2009.0,G,34,31.6,19.1,6.9,15.1,46.0,1.3,3.5,35.8,3.9,4.4,88.1,4.2,5.0,0.9,0.4,2.5
Sophia Young-Malcolm,2009.0,F,33,33.7,18.2,6.6,14.6,45.4,0.5,1.7,30.9,4.4,5.7,76.7,6.5,1.6,1.3,0.5,1.9
Katie Douglas,2009.0,G,31,32.4,17.6,6.1,14.8,41.0,2.1,6.1,34.9,3.4,3.9,86.1,3.9,2.7,1.8,0.2,2.4
Deanna Nolan,2009.0,G,33,33.7,16.9,6.5,15.9,40.8,1.2,3.7,32.5,2.8,3.5,78.4,4.3,3.5,1.3,0.3,2.2
Shameka Christon,2009.0,F,32,31.7,16.1,4.8,12.0,40.2,2.4,6.4,38.2,4.0,4.6,86.5,4.9,1.8,0.9,0.8,1.8
Alana Beard,2009.0,G,31,31.8,15.9,6.1,14.1,42.9,1.0,3.5,29.9,2.7,3.7,73.7,4.0,2.2,2.3,0.6,3.2
Candice Dupree,2009.0,F,34,34.9,15.7,6.0,14.0,42.9,0.7,1.8,38.7,3.0,3.8,78.5,7.9,2.2,1.0,1.2,2.4
Tamika Catchings,2009.0,F,34,31.9,15.1,4.6,12.0,38.6,1.2,3.6,32.8,4.6,5.3,87.3,7.2,3.1,2.9,0.5,2.6
Iziane Castro,2009.0,G,34,26.9,14.4,5.4,13.1,41.3,1.4,4.2,34.5,2.1,2.7,78.0,2.2,2.0,1.1,0.1,2.4
Chamique Holdsclaw,2009.0,F,25,28.3,13.9,5.3,12.8,41.4,0.2,1.2,20.0,3.1,3.7,83.9,4.4,2.2,1.4,0.3,3.0
Katie Smith,2009.0,G,27,33.1,13.7,4.7,10.9,43.5,2.1,4.9,43.2,2.1,2.3,91.8,2.3,2.8,0.8,0.1,2.3
Sandrine Gruda,2009.0,F,26,31.2,13.5,5.8,12.4,46.7,0.0,0.0,0.0,1.8,3.3,55.8,6.3,1.3,0.9,1.6,2.6
Jia Perkins,2009.0,G,34,27.4,13.2,4.6,11.1,41.7,0.9,2.3,38.5,3.1,3.6,84.6,3.4,2.9,2.1,0.2,1.6
Nicky Anosike,2009.0,F,30,29.9,13.2,4.3,8.8,49.1,0.0,0.1,25.0,4.5,6.5,69.6,7.4,2.7,2.7,0.9,2.0
Candace Parker,2009.0,F,25,32.6,13.1,5.2,10.8,48.5,0.2,1.0,20.8,2.4,3.2,76.3,9.8,2.6,0.6,2.1,2.2
Candice Wiggins,2009.0,G,34,29.9,13.1,4.0,10.6,37.5,1.2,3.9,32.1,3.9,4.4,89.3,2.9,2.6,1.2,0.2,2.4
Charde Houston,2009.0,F,34,23.3,13.1,5.1,11.1,46.5,0.7,2.0,33.3,2.1,2.9,72.7,5.5,1.7,1.3,0.6,1.9
Sancho Lyttle,2009.0,F,34,27.4,13.0,5.4,10.7,50.7,0.0,0.0,0.0,2.2,3.0,74.3,7.5,1.5,2.0,0.6,1.9
Tina Thompson,2009.0,F,34,34.8,13.0,4.5,11.6,38.5,1.5,4.1,36.9,2.5,2.9,86.7,5.9,2.3,0.8,0.7,2.8
Sue Bird,2009.0,G,31,35.5,12.8,5.0,12.2,40.8,1.7,4.8,36.0,1.1,1.3,85.4,2.5,5.8,1.5,0.1,2.6
Angel McCoughtry,2009.0,F,34,21.6,12.8,4.7,9.9,47.6,0.4,1.5,29.4,2.9,4.0,74.1,3.1,2.1,2.2,0.4,2.1
Lindsey Harding,2009.0,G,34,35.1,12.8,4.8,11.0,43.5,0.6,1.8,32.3,2.6,3.5,74.8,4.0,4.5,1.3,0.4,3.0
Lindsay Whalen,2009.0,G,34,29.4,12.3,4.1,9.6,43.0,0.6,2.4,26.5,3.4,3.8,89.1,4.6,4.6,1.3,0.1,1.9
Janel McCarville,2009.0,C,32,26.5,12.3,4.7,9.4,50.2,0.0,0.1,33.3,2.8,3.3,84.1,5.5,2.8,1.3,1.4,2.7
Tanisha Wright,2009.0,G,33,32.5,12.2,4.5,9.8,46.3,0.2,0.9,26.7,2.9,3.2,90.6,3.5,3.9,1.5,0.3,2.6
Swin Cash,2009.0,F,32,34.2,12.2,4.3,11.1,39.2,0.3,1.0,32.3,3.2,4.0,79.7,6.7,2.6,0.9,0.5,2.8
Crystal Langhorne,2009.0,F,34,29.8,12.0,4.8,8.4,57.4,0.0,0.1,0.0,2.4,3.5,68.9,7.9,0.9,1.0,0.4,2.2
Shavonte Zellous,2009.0,G,34,23.6,11.9,3.5,8.7,39.7,0.4,1.4,30.6,4.6,5.3,85.6,3.1,1.8,0.8,0.5,2.3
Erika de Souza,2009.0,F,34,27.3,11.8,5.0,9.5,52.8,0.0,0.0,0.0,1.8,2.8,65.3,9.1,1.1,0.9,1.3,2.1
DeWanna Bonner,2009.0,F,34,21.3,11.2,3.7,8.2,45.7,0.1,0.4,15.4,3.7,4.5,81.2,5.8,0.4,0.7,0.7,1.0
DeLisha Milton-Jones,2009.0,F,33,31.6,10.2,3.9,9.8,40.1,0.7,2.5,29.3,1.7,2.2,75.7,4.8,2.2,1.2,0.2,2.2
Betty Lennox,2009.0,G,30,21.3,10.2,3.7,8.9,41.4,0.8,2.8,30.1,2.0,2.2,89.4,4.5,1.8,0.9,0.1,2.3
Camille Little,2009.0,F,34,30.7,10.0,3.6,7.7,47.1,0.2,0.8,25.9,2.5,3.7,68.3,6.5,1.0,1.1,0.4,2.0
Le'coe Willingham,2009.0,F,34,21.0,10.0,4.0,7.5,53.3,0.0,0.2,12.5,2.0,2.3,84.8,4.2,1.0,0.6,0.3,1.4
Essence Carson,2009.0,F,34,25.3,10.0,3.9,9.4,40.8,1.0,3.0,33.3,1.3,1.4,91.7,2.1,1.4,1.1,0.3,1.6
Ebony Hoffman,2009.0,F,34,29.6,9.9,3.6,9.2,39.0,0.7,2.1,34.7,2.0,2.3,89.6,5.9,1.5,1.7,0.4,2.4
Roneeka Hodges,2009.0,F,33,27.4,9.9,3.5,8.4,41.7,2.1,5.2,39.8,0.9,1.0,90.9,3.0,1.9,0.6,0.5,1.1
Tangela Smith,2009.0,C,34,27.1,9.9,4.0,8.9,45.1,1.2,2.7,45.2,0.6,0.7,87.0,5.4,0.8,1.0,1.7,1.1
Tammy Sutton-Brown,2009.0,C,27,25.2,9.9,3.5,7.6,46.6,0.0,0.0,0.0,2.8,3.8,74.5,5.9,0.9,0.6,1.5,1.8
Taj McWilliams-Franklin,2009.0,F,34,30.4,9.8,4.1,8.3,49.1,0.1,0.4,20.0,1.5,2.0,75.0,6.6,2.9,1.0,0.5,1.9
Temeka Johnson,2009.0,G,34,26.5,9.6,3.7,8.3,44.5,1.1,2.6,41.4,1.2,1.5,84.0,3.5,4.6,0.9,0.1,2.2
Tan White,2009.0,G,30,22.0,9.5,3.2,8.2,39.3,1.6,4.3,37.7,1.4,1.7,84.0,2.7,2.2,1.2,0.3,1.2
Anete Jekabsone-Zogota,2009.0,G,27,23.9,9.4,3.6,8.7,41.5,1.4,3.7,39.4,0.8,1.0,78.6,2.9,2.2,0.3,0.0,1.8
Cathrine Kraayeveld,2009.0,F,34,26.1,9.0,3.1,7.8,39.8,1.8,4.2,41.7,1.1,1.4,75.5,4.6,0.9,0.6,0.4,1.9
Kara Braxton,2009.0,F,28,18.0,9.0,3.8,7.2,52.7,0.0,0.0,0.0,1.4,2.2,64.5,6.0,1.5,0.7,0.6,1.8
Renee Montgomery,2009.0,G,34,22.5,9.0,3.0,7.4,40.8,1.2,3.6,34.7,1.8,2.1,83.3,1.9,2.1,0.7,0.3,1.9
Cheryl Ford,2009.0,F,29,26.0,8.6,3.3,7.8,42.7,0.0,0.1,0.0,1.9,3.4,55.0,7.4,0.9,1.0,0.4,1.7
Noelle Quinn,2009.0,G,34,27.3,8.4,3.4,7.2,47.1,0.7,2.3,31.2,0.9,1.1,81.1,3.6,3.5,1.2,0.3,1.5
Monique Currie,2009.0,F,34,21.4,8.2,2.3,6.4,35.9,0.6,1.5,38.5,3.0,3.7,80.3,4.3,1.8,0.9,0.4,1.7
Matee Ajavon,2009.0,G,34,17.3,8.0,2.5,7.4,33.6,0.8,2.4,34.1,2.2,3.2,67.3,1.9,1.1,1.1,0.1,1.5
Erin Phillips,2009.0,G,33,22.5,7.8,2.6,6.8,38.2,1.0,3.5,29.3,1.6,1.9,81.3,3.1,2.0,1.3,0.1,1.3
Kristi Toliver,2009.0,G,27,14.3,7.6,2.7,5.9,45.3,1.5,3.3,44.4,0.8,0.9,91.3,1.4,1.9,0.4,0.1,1.6
Dominique Canty,2009.0,G,34,22.8,6.9,2.2,5.7,38.1,0.1,0.3,36.4,2.4,3.5,68.9,1.9,3.2,0.8,0.1,1.7
Briann January,2009.0,G,33,20.7,6.9,1.9,5.8,33.3,0.8,2.6,28.7,2.2,2.6,85.1,1.9,2.3,1.1,0.1,1.7
Shyra Ely-Gash,2009.0,F,34,14.6,6.8,2.5,5.9,41.8,0.7,1.8,38.3,1.2,1.5,80.4,2.6,0.6,0.4,0.2,1.1
Alexis Hornbuckle,2009.0,G,32,26.6,6.7,2.5,6.7,38.0,0.8,2.0,39.1,0.8,1.5,54.2,4.9,2.7,1.3,0.3,2.2
Vickie Johnson,2009.0,G,32,23.0,6.4,2.5,5.8,43.2,0.7,1.8,37.5,0.7,0.8,85.2,3.4,2.4,0.5,0.1,1.2
Loree Moore,2009.0,G,34,27.7,6.3,2.3,6.9,33.5,0.8,2.9,26.0,1.0,1.4,68.8,3.7,3.9,1.9,0.1,2.3
Nakia Sanford,2009.0,F,34,19.5,6.3,2.3,4.8,47.0,0.0,0.0,0.0,1.7,3.0,57.8,4.3,0.6,0.8,0.4,2.1
Belinda Snell,2009.0,F,30,18.4,6.2,2.0,6.1,33.5,1.4,4.6,30.7,0.8,1.0,79.3,2.3,1.2,0.9,0.1,1.0
Erin Thorn,2009.0,G,34,17.0,6.2,2.1,5.0,42.4,1.1,2.7,40.2,0.9,1.0,90.9,1.6,1.6,0.6,0.0,0.9
Tully Bevilaqua,2009.0,G,34,25.3,6.1,2.0,5.3,37.6,1.1,3.1,34.6,1.1,1.6,66.7,2.3,2.9,1.8,0.2,1.4
Marissa Coleman,2009.0,G,28,18.8,6.1,1.9,5.7,34.0,1.0,2.9,36.3,1.2,1.6,75.6,2.7,0.8,0.7,0.3,1.2
Janell Burse,2009.0,,34,15.9,6.1,2.2,4.3,51.0,0.0,0.0,0.0,1.7,2.4,73.8,3.1,0.3,0.6,0.9,1.0
Chasity Melvin,2009.0,,34,22.3,5.9,2.5,5.5,44.7,0.0,0.0,0.0,1.0,1.8,54.1,4.6,1.1,1.0,0.9,1.5
Kerri Gardin,2009.0,,33,18.1,5.5,1.8,4.8,36.5,0.3,1.2,25.6,1.6,2.7,60.7,4.3,1.2,0.8,0.7,1.2
Michelle Snow,2009.0,C,34,14.8,5.4,2.0,4.1,47.9,0.0,0.1,0.0,1.5,2.0,76.1,4.3,0.5,0.4,0.5,1.1
Marie Ferdinand-Harris,2009.0,G,28,12.1,5.4,2.1,4.8,43.0,0.1,0.8,18.2,1.1,1.3,83.8,1.5,0.9,0.5,0.1,0.8
Tiffany Jackson-Jones,2009.0,F,34,14.6,5.3,2.0,4.4,45.0,0.0,0.0,0.0,1.4,1.9,71.9,3.4,0.7,0.6,0.4,1.3
Ruth Riley,2009.0,C,31,21.0,5.3,2.2,4.7,46.3,0.1,0.6,22.2,0.7,0.8,88.5,4.5,0.9,0.5,1.5,1.1
Edwige Lawson-Wade,2009.0,,33,17.7,5.2,1.8,4.6,38.4,1.2,3.4,36.3,0.5,0.5,83.3,2.0,2.2,0.9,0.0,0.9
Ashley Battle,2009.0,,34,16.1,5.2,1.9,4.4,42.6,0.6,1.4,41.3,0.9,1.4,69.6,2.5,1.2,0.9,0.1,1.5
Megan Frazee,2009.0,F,29,11.2,5.0,1.8,4.3,41.3,0.5,1.3,37.8,0.9,1.3,69.2,2.9,0.5,0.3,0.2,0.7
Quanitra Hollingsworth,2009.0,C,34,12.8,4.8,1.5,3.5,41.7,0.0,0.0,0.0,1.9,2.7,70.3,3.2,0.1,0.4,0.2,1.0
Kia Vaughn,2009.0,C,34,11.6,4.8,2.1,4.4,49.3,0.0,0.1,0.0,0.5,1.0,50.0,2.6,0.2,0.2,0.1,0.9
Jessica Moore,2009.0,F,31,19.8,4.8,1.8,3.9,47.1,0.0,0.0,0.0,1.1,1.5,73.9,3.1,0.5,0.6,0.2,1.0
Kelly Miller,2009.0,G,34,19.9,4.4,1.6,4.4,36.2,0.6,1.9,33.3,0.6,0.6,90.9,2.2,2.0,0.7,0.1,1.5
Rashanda McCants,2009.0,,34,14.2,4.3,1.6,4.4,37.3,0.3,1.1,28.9,0.6,1.1,56.4,2.0,0.8,0.4,0.3,1.1
Tamecka Dixon,2009.0,,32,13.3,4.1,1.7,4.2,41.0,0.1,0.3,40.0,0.6,0.7,85.7,1.6,1.2,0.4,0.1,0.8
Shannon Johnson,2009.0,,34,18.2,4.0,1.1,3.1,33.6,0.5,1.8,29.5,1.4,1.6,85.5,1.8,1.5,0.8,0.2,1.5
Coco Miller,2009.0,G,34,12.0,3.9,1.5,3.6,41.0,0.2,0.8,29.6,0.7,0.8,88.5,1.5,1.0,0.4,0.1,0.9
Olayinka Sanni,2009.0,,31,9.6,3.8,1.5,3.2,48.0,0.0,0.0,0.0,0.8,1.2,69.4,1.8,0.5,0.4,0.2,1.0
Kiesha Brown,2009.0,,34,11.5,3.8,1.4,3.6,38.2,0.5,1.6,33.3,0.5,0.6,81.8,1.6,1.1,0.4,0.1,0.9
Vanessa Hayden-Johnson,2009.0,,25,10.8,3.8,1.6,3.8,41.1,0.0,0.0,0.0,0.6,1.0,64.0,2.7,0.2,0.2,0.9,0.8
Chen Nan,2009.0,,26,12.3,3.7,1.8,3.7,48.4,0.0,0.0,0.0,0.2,0.3,62.5,2.1,0.2,0.3,0.3,1.1
Kelly Mazzante,2009.0,,31,13.9,3.4,1.2,3.2,36.4,1.0,2.8,35.2,0.1,0.1,100.0,1.3,0.5,0.3,0.1,0.3
Kristi Harrower,2009.0,,31,16.8,3.1,1.3,3.6,36.0,0.3,1.3,20.5,0.3,0.4,81.8,1.8,2.2,0.5,0.0,0.9
Brooke Wyckoff,2009.0,,27,19.7,3.1,1.0,2.7,37.8,0.7,1.9,39.2,0.3,0.3,87.5,2.7,1.4,0.4,0.7,1.1
Helen Darling,2009.0,,34,18.9,3.1,0.8,3.2,24.8,0.4,1.3,29.5,1.1,1.6,67.3,1.8,2.9,0.9,0.1,1.2
Jennifer Lacy,2009.0,F,32,11.3,3.0,1.1,3.3,32.7,0.1,0.6,21.1,0.7,1.0,66.7,2.2,0.3,0.3,0.2,0.8
Sidney Spencer,2009.0,,33,10.3,3.0,1.0,2.7,38.6,0.7,1.7,38.6,0.3,0.3,100.0,1.2,0.5,0.2,0.0,0.3
Shalee Lehning,2009.0,,34,20.8,3.0,1.1,2.7,38.7,0.2,0.9,20.0,0.7,0.9,77.4,2.3,3.7,0.5,0.1,1.6
Chante Black,2009.0,C,33,13.0,2.9,1.1,2.8,38.0,0.0,0.0,0.0,0.8,1.3,62.8,3.2,0.2,0.4,0.8,0.8
Ketia Swanier,2009.0,G,33,11.7,2.8,1.0,2.7,37.5,0.3,1.0,33.3,0.5,0.5,88.9,1.6,1.6,0.5,0.1,1.4
Jessica Davenport,2009.0,C,26,7.0,2.8,1.1,2.1,52.7,0.0,0.0,0.0,0.5,0.8,70.0,1.5,0.2,0.3,0.5,0.8
Erin Perperoglou,2009.0,,34,17.0,2.7,0.9,2.8,32.3,0.2,0.6,31.8,0.7,1.0,67.6,2.2,0.9,0.7,0.3,1.0
K.B. Sharp,2009.0,,27,12.1,2.6,0.9,2.1,40.4,0.2,0.6,35.3,0.7,0.7,94.7,0.7,0.9,0.3,0.1,0.9
Lindsay Wisdom-Hylton,2009.0,F,29,6.8,2.4,1.0,2.1,45.9,0.0,0.0,100.0,0.4,0.7,63.2,1.4,0.3,0.1,0.3,0.5
Leilani Mitchell,2009.0,G,34,12.8,2.4,0.9,2.9,30.0,0.4,1.5,26.9,0.2,0.2,100.0,1.2,2.2,0.3,0.1,0.8
Shannon Bobbitt,2009.0,G,33,10.7,2.2,0.8,2.6,30.6,0.2,1.1,21.6,0.3,0.4,84.6,1.0,1.4,0.5,0.0,0.8
Ashley Robinson,2009.0,C,26,6.4,0.5,0.2,1.0,20.0,0.0,0.0,0.0,0.1,0.2,50.0,0.9,0.1,0.1,0.5,0.4
Diana Taurasi,2010.0,G,31,32.2,22.6,6.8,16.0,42.7,2.6,6.9,37.4,6.4,7.0,91.2,4.3,4.7,1.2,0.6,3.5
Cappie Pondexter,2010.0,G,34,34.3,21.4,7.5,15.5,48.3,1.9,4.4,43.0,4.6,5.2,89.2,4.5,4.9,0.9,0.1,2.4
Angel McCoughtry,2010.0,F,34,30.7,21.1,7.2,17.7,40.8,1.0,3.7,26.2,5.6,7.0,80.3,4.9,3.1,1.9,0.6,3.2
Lauren Jackson,2010.0,F,32,31.0,20.5,6.9,14.9,46.2,1.7,4.9,34.6,5.1,5.6,91.0,8.3,1.2,0.9,1.2,1.4
Tamika Catchings,2010.0,F,34,31.4,18.2,6.1,12.6,48.4,1.4,3.1,44.8,4.6,5.4,84.9,7.1,4.0,2.3,0.9,2.7
Sylvia Fowles,2010.0,C,34,32.0,17.8,6.7,11.5,58.2,0.0,0.0,100.0,4.4,5.8,76.0,9.9,1.5,1.1,2.6,2.4
Iziane Castro,2010.0,G,34,28.9,16.9,6.5,14.6,44.4,1.4,4.6,29.5,2.6,4.0,65.9,1.7,2.6,0.8,0.1,2.8
Seimone Augustus,2010.0,G,25,33.2,16.9,7.0,16.4,42.9,1.4,4.3,33.6,1.4,2.0,66.7,3.2,1.9,0.7,0.3,1.4
Tina Thompson,2010.0,F,33,33.2,16.6,6.0,13.5,44.6,1.7,4.9,35.2,2.9,3.3,87.2,6.2,1.8,1.2,0.7,2.3
Crystal Langhorne,2010.0,F,34,34.1,16.3,6.5,11.0,58.9,0.0,0.2,16.7,3.3,4.3,77.2,9.7,1.1,0.9,0.2,2.6
Penny Taylor,2010.0,F,32,30.0,15.9,5.4,10.6,50.9,1.4,3.3,44.2,3.7,4.1,89.3,4.4,5.0,1.5,0.3,2.4
Candice Dupree,2010.0,F,34,29.8,15.7,6.8,10.2,66.4,0.0,0.0,0.0,2.1,2.3,93.6,7.6,1.3,1.0,0.8,1.9
Tina Charles,2010.0,C,34,31.0,15.5,6.1,12.4,48.7,0.0,0.0,0.0,3.4,4.5,76.3,11.7,1.5,0.7,1.7,2.1
DeLisha Milton-Jones,2010.0,F,34,32.2,15.4,5.7,12.1,47.0,0.8,2.4,31.7,3.2,3.7,86.6,4.7,2.5,1.1,0.6,2.8
Sophia Young-Malcolm,2010.0,F,34,31.8,15.3,6.4,12.7,50.1,0.3,1.1,26.3,2.3,3.5,65.8,5.2,2.4,1.6,0.3,2.1
Becky Hammon,2010.0,G,32,33.6,15.1,5.0,11.3,44.2,2.2,5.5,39.0,3.0,3.2,96.0,2.9,5.4,1.1,0.3,3.4
Monique Currie,2010.0,F,34,26.2,14.1,4.3,9.9,43.6,1.1,2.4,44.6,4.4,5.0,87.7,4.8,1.6,1.4,0.4,2.6
Swin Cash,2010.0,F,34,30.8,13.8,4.7,10.9,43.5,1.0,2.5,40.7,3.3,4.1,80.7,6.0,2.0,0.6,0.5,2.9
Katie Douglas,2010.0,G,34,29.8,13.7,5.0,11.1,44.9,2.0,5.1,39.1,1.7,2.1,83.1,3.4,3.3,1.4,0.4,2.0
Chamique Holdsclaw,2010.0,F,29,29.0,13.6,5.6,11.3,49.4,0.4,1.1,35.5,2.0,2.5,80.6,5.3,2.0,1.5,0.3,2.2
Renee Montgomery,2010.0,G,34,27.6,13.3,4.6,11.6,40.1,1.9,5.6,34.9,2.1,2.4,85.5,2.2,4.1,1.4,0.1,2.3
Sancho Lyttle,2010.0,F,32,29.1,12.8,5.1,10.5,48.4,0.0,0.0,0.0,2.7,3.8,72.5,9.9,2.2,1.7,0.6,2.0
Lindsay Whalen,2010.0,G,33,33.6,12.6,4.1,9.9,41.0,0.5,2.0,23.1,4.0,4.5,89.9,4.0,5.6,1.4,0.2,2.3
Erika de Souza,2010.0,F,34,25.6,12.4,5.6,9.8,57.1,0.0,0.0,0.0,1.2,2.2,54.7,8.3,0.9,0.8,1.2,1.8
Lindsey Harding,2010.0,G,34,33.2,12.1,4.6,10.4,44.5,0.4,1.5,28.8,2.4,3.1,76.6,3.0,4.0,1.4,0.2,2.8
DeWanna Bonner,2010.0,F,32,25.4,12.0,4.1,8.9,46.5,0.6,1.7,35.8,3.1,3.7,84.0,6.1,1.3,0.7,1.2,1.3
Scholanda Dorrell,2010.0,G,34,24.6,11.9,4.3,10.6,40.2,0.7,2.2,30.3,2.7,3.8,70.8,2.4,1.7,1.6,0.4,2.5
Charde Houston,2010.0,F,34,22.3,11.8,4.5,10.8,41.6,1.4,3.7,36.5,1.5,2.1,70.4,4.1,1.4,1.3,0.6,2.0
Sandrine Gruda,2010.0,F,28,22.7,11.5,4.0,8.1,49.1,0.1,0.4,18.2,3.5,4.6,76.0,4.5,1.2,0.7,0.8,1.6
Rebekkah Brunson,2010.0,F,30,30.5,11.3,3.9,9.1,42.9,0.0,0.0,0.0,3.5,5.3,66.3,10.3,0.8,1.2,1.0,1.6
Monica Wright,2010.0,G,34,25.5,11.1,4.1,11.1,37.0,0.9,2.8,34.0,2.0,2.4,81.9,2.9,1.5,1.0,0.2,2.0
Sue Bird,2010.0,G,33,30.5,11.1,4.1,9.4,43.4,1.8,4.5,39.9,1.1,1.3,85.7,2.7,5.8,1.5,0.2,1.8
